userId,movieId,rating
16,1437237,4.4
16,1317920,2.4
16,1371370,4.2
16,1233575,3.8
17,970947,1.3
17,1437920,4.0
17,1434009,3.8
17,1422166,2.5
17,1431328,4.8
17,24428,2.2
17,603,4.5
17,1000881,3.5
17,872585,2.2
17,1421001,3.6
17,1446308,1.9
17,270303,3.8
17,1442308,3.1
17,1013850,2.8
17,1442915,2.8
17,1075456,2.8
17,1419826,4.6
17,1437515,3.3
17,38,3.6
17,1400110,3.5
18,1443480,3.8
18,1248276,3.4
18,1171153,1.3
18,1431328,4.6
18,1339790,3.2
18,27205,3.6
18,1432480,3.5
18,1417181,1.6
18,927342,2.8
18,98566,2.4
18,1434812,1.1
18,1442299,4.0
18,1424565,3.7
18,1241982,4.5
18,1013850,1.1
18,1442538,4.0
18,607141,1.1
18,1443002,4.5
18,120,2.1
18,1442764,4.2
19,1443907,2.4
19,1440639,4.5
19,1426337,1.1
19,1436684,4.4
19,696506,2.3
19,680,1.3
19,1439804,4.7
19,1422471,4.0
19,1444744,2.1
19,1248276,2.7
19,1047884,2.8
19,516729,2.8
19,1436450,4.1
19,426063,2.7
19,1422235,4.9
19,1390154,2.4
19,1210938,4.2
19,1317920,4.4
19,1441746,3.8
19,156022,2.3
20,1439514,4.7
20,1431744,3.0
20,1325495,1.1
20,1446219,1.7
20,1178556,2.4
20,1231695,4.9
20,1442431,3.7
20,1380415,2.0
20,1442386,2.4
20,1198288,2.1
20,1442200,4.7
20,1427653,4.4
20,1428507,4.3
20,1443378,4.9
20,1438208,1.6
20,1442915,4.1
20,1292367,4.9
20,1439004,4.9
20,939243,2.7
20,1326693,3.1
21,1429788,2.5
21,1003504,4.3
21,1435269,4.6
21,1438217,1.4
21,1225572,1.8
21,1445505,1.7
21,1432368,4.7
21,1418287,1.4
21,1043808,3.8
21,1423093,4.1
21,1428262,1.2
21,1106560,3.6
21,1443993,3.3
21,1198288,3.3
21,1439459,3.4
21,515001,4.2
21,1439509,4.1
21,1443387,1.8
21,1178556,2.7
21,100042,3.8
22,1443378,1.1
22,1440083,3.9
22,1440906,2.7
22,205596,3.5
22,475557,2.3
22,1000881,2.7
22,265208,3.1
22,1422166,2.7
22,447273,1.2
22,1437920,4.5
22,68718,3.4
22,1260485,4.8
22,1441712,2.7
22,1437485,2.7
22,1423295,3.6
22,1429784,3.2
22,262500,1.6
22,299537,5.0
22,1440144,3.7
22,1434009,3.3
23,707911,1.5
23,1064213,1.1
23,1443387,3.8
23,1444332,2.6
23,1144417,1.4
23,1149463,2.2
23,228967,1.5
23,1426337,2.8
23,1432534,3.2
23,1443480,2.3
23,1361451,1.3
23,850920,2.6
23,1418112,4.3
23,1291321,2.8
23,1428780,4.9
23,1317920,4.4
23,278,1.6
23,1443378,3.7
23,1434672,3.6
23,1418287,4.5
24,1446254,1.7
24,1438203,1.3
24,1421781,1.1
24,1437701,2.5
24,1424103,2.1
24,1357797,3.3
24,1077281,4.9
24,1422166,3.0
24,254904,4.1
24,1437446,4.1
24,426063,1.9
24,1429784,4.6
24,1436704,4.2
24,1446183,1.6
24,1435275,2.0
24,1241982,4.3
24,1440144,3.5
24,1013850,2.0
24,1184918,2.7
24,1368096,3.9
25,1433838,3.3
25,1442689,4.6
25,1432795,2.3
25,933260,4.9
25,1442538,2.9
25,1269298,4.0
25,1392821,3.6
25,822119,2.5
25,1431328,3.3
25,1203524,1.9
25,1424217,4.6
25,1312157,5.0
25,1415669,2.5
25,1441567,4.5
25,1306284,3.1
25,438631,2.4
25,1404172,4.8
25,1424897,4.4
25,661539,3.9
25,1013601,1.9
26,1443487,4.6
26,1425296,1.6
26,549509,4.4
26,1442141,3.4
26,1439526,2.2
26,872585,1.2
26,1421053,1.4
26,1275248,2.3
26,1432534,4.4
26,1433900,4.9
26,1434414,3.6
26,1047884,4.7
26,680,2.8
26,1386047,4.5
26,1445302,1.4
26,438631,4.2
26,926670,2.1
26,1446066,2.0
26,227159,2.1
26,1384565,1.8
27,1433906,3.6
27,1330596,4.2
27,1425892,3.8
27,1436703,4.3
27,1315476,4.6
27,1127674,2.1
27,1440811,3.3
27,822119,3.6
27,1445168,3.4
27,1444253,4.8
27,1420899,3.7
27,1426343,1.9
27,1446219,4.9
27,227159,2.8
27,1368096,4.4
27,550,2.9
27,1013850,1.0
27,1312157,2.3
27,1443907,1.5
27,939243,3.3
28,1412392,4.5
28,1436683,2.4
28,1424103,2.7
28,515001,2.9
28,1442141,4.3
28,603,2.5
28,227159,4.9
28,1130863,2.9
28,1353002,1.5
28,1294376,3.5
28,1438696,4.4
28,1444686,4.1
28,262543,4.5
28,1438208,2.4
28,1202479,3.4
28,1444425,1.0
28,1429460,4.5
28,1440639,1.5
28,1435766,1.7
28,1437485,2.7
29,156022,1.3
29,1437979,1.4
29,1442915,4.3
29,1392821,1.2
29,1266809,1.5
29,120,2.5
29,1339790,1.7
29,1271724,4.9
29,1425892,3.2
29,1445179,1.8
29,1443907,4.5
29,1127674,4.9
29,1436621,1.0
29,1444744,2.7
29,1443993,4.4
29,1184918,4.2
29,515001,4.2
29,103,4.7
29,98566,1.9
29,1235619,3.5
30,1442141,4.7
30,1357797,4.0
30,1294376,1.1
30,1417677,1.5
30,1144417,4.0
30,1431328,1.2
30,1439526,4.4
30,1274751,2.9
30,1438069,1.5
30,1422072,3.5
30,1443993,1.8
30,1442316,4.5
30,1399893,4.9
30,1434672,1.3
30,1435057,3.4
30,68718,2.6
30,1445168,2.5
30,157336,4.2
30,1255192,1.2
30,1442417,1.3
31,1429788,3.4
31,1444331,2.8
31,1426337,4.7
31,1442915,3.2
31,1435053,2.1
31,1301346,2.7
31,898271,3.1
31,98,2.8
31,1317096,1.7
31,1286773,4.6
31,1434414,3.0
31,426063,2.1
31,1411411,2.6
31,1419826,3.7
31,1361451,2.2
31,1422166,1.2
31,1426343,2.4
31,1427653,1.8
31,1438267,4.4
31,1436450,2.6
32,1353002,2.7
32,1437446,4.1
32,696506,1.6
32,950396,1.3
32,1003504,4.1
32,1119820,2.6
32,1439509,4.7
32,1198288,2.7
32,122917,2.6
32,1433900,4.0
32,189,3.3
32,1275248,2.9
32,1433838,3.5
32,426063,4.7
32,1140535,1.5
32,1127674,2.3
32,1432101,1.0
32,1375762,3.2
32,1443907,4.0
32,1127648,3.0
33,1425296,1.5
33,1433813,1.5
33,1436458,1.9
33,1445783,3.8
33,1437979,4.3
33,1442689,1.6
33,1446066,5.0
33,1445179,1.8
33,120,2.2
33,1437485,3.2
33,1434812,2.0
33,1424352,4.5
33,1425829,2.6
33,1220028,4.2
33,1432098,4.8
33,254904,3.3
33,1427653,4.1
33,898271,2.6
33,1140535,2.6
33,1063873,2.2
34,155,2.4
34,1393191,2.6
34,1404172,3.2
34,1013850,1.0
34,1322218,2.1
34,87101,1.3
34,1107215,4.8
34,1418350,1.1
34,131631,4.7
34,1435269,2.8
34,1425366,2.5
34,1149463,3.4
34,1077281,3.8
34,1445783,2.9
34,214756,3.7
34,1443663,2.5
34,1013850,2.6
34,1425370,2.4
34,103,2.5
34,1356039,5.0
35,1214894,2.8
35,1315476,2.8
35,1399686,2.6
35,1428507,4.0
35,1384565,1.6
35,1047884,4.7
35,1446308,2.0
35,1442689,2.4
35,1418780,1.7
35,1437701,2.9
35,1127648,2.4
35,1210938,3.7
35,1436269,1.8
35,550,2.4
35,1433872,4.6
35,675776,2.2
35,1107215,4.9
35,1446183,3.2
35,1433813,2.9
35,1432368,2.9
36,1426337,2.0
36,1437603,1.7
36,1439514,3.1
36,1214894,1.6
36,1443238,3.8
36,227159,4.5
36,1429784,3.9
36,1435766,3.6
36,1000881,2.1
36,181533,2.2
36,98566,4.8
36,1439004,1.9
36,1426343,2.4
36,238,4.4
36,1404172,1.2
36,227159,2.2
36,87101,4.5
36,1423093,2.4
36,1443470,1.6
36,228967,4.4
37,1425296,3.1
37,1425366,1.1
37,1435269,1.5
37,1077281,3.7
37,1422081,1.6
37,1339790,1.7
37,1391463,2.9
37,1371370,2.7
37,1433862,1.9
37,262500,1.8
37,1442764,2.8
37,307081,4.0
37,1434009,3.9
37,1442299,1.8
37,603,1.8
37,1443470,3.2
37,1359744,4.2
37,1433860,1.4
37,822119,4.0
37,1435275,5.0
38,1440404,4.4
38,1107215,2.7
38,1203524,4.4
38,1418780,1.7
38,1420899,2.8
38,1440828,4.9
38,799766,1.4
38,1165393,1.7
38,227159,2.7
38,927342,4.0
38,1439804,4.0
38,1106560,3.5
38,1422166,3.1
38,1386047,3.2
38,1138194,2.2
38,278,2.8
38,1438069,3.1
38,1294376,2.0
38,1286663,3.3
38,1444686,1.2
39,1426343,2.7
39,1436703,2.1
39,1441746,3.4
39,1423093,4.4
39,1438069,3.5
39,278,4.2
39,1433838,4.0
39,1439614,4.8
39,1440087,1.0
39,447273,4.4
39,1084199,2.9
39,1441567,3.6
39,1418287,2.8
39,1438217,3.4
39,1013850,3.3
39,1013482,2.7
39,1433574,2.2
39,1130863,4.2
39,1064213,2.2
39,1430968,3.1
40,1275245,4.1
40,1438267,4.8
40,1440776,1.1
40,1361451,4.3
40,1428541,2.1
40,1202479,3.5
40,1425370,3.8
40,1359744,4.4
40,1291321,2.1
40,1013482,3.7
40,447273,1.8
40,777443,3.9
40,1435275,2.8
40,1436704,4.9
40,1294174,1.5
40,1368096,2.4
40,1440404,4.2
40,1425829,3.7
40,1438502,2.4
40,1432534,1.1
41,1241982,4.7
41,262500,4.8
41,122917,3.5
41,1437515,2.3
41,1443470,3.6
41,1322218,2.9
41,1216571,2.9
41,24428,1.8
41,1292367,4.8
41,1439004,2.1
41,1424103,2.9
41,1386047,4.0
41,1171153,2.9
41,227159,3.1
41,1433813,2.6
41,1436704,3.2
41,1418287,2.5
41,475557,1.2
41,1444332,4.2
41,1433831,1.4
42,260346,1.5
42,1444332,2.8
42,1418287,2.1
42,244786,1.5
42,1063873,1.2
42,1431744,2.9
42,1446317,4.5
42,1429788,2.9
42,1433862,2.0
42,122,4.8
42,1437237,3.2
42,1106739,3.0
42,1416501,3.8
42,1432098,1.3
42,1442915,1.1
42,87101,3.3
42,287424,3.8
42,1204967,2.6
42,974576,2.7
42,1443247,3.9
43,1216571,4.5
43,872585,3.7
43,1434291,4.8
43,1233575,1.6
43,1443551,1.1
43,1435057,4.1
43,38,3.7
43,278,2.3
43,1441746,3.6
43,1440776,1.9
43,1437485,1.9
43,1184918,2.6
43,270303,3.7
43,1424352,2.9
43,1444253,3.9
43,1003504,4.7
43,1107215,3.2
43,1441966,4.3
43,1047884,3.1
43,1442417,4.3
44,1359893,3.6
44,1442431,3.3
44,1439033,2.4
44,1421781,4.3
44,1322218,4.1
44,1415669,4.8
44,1214130,2.1
44,1436456,4.4
44,270303,3.6
44,254904,2.6
44,1417677,1.3
44,549509,4.6
44,1013482,2.5
44,241554,5.0
44,1433872,2.6
44,1436269,4.1
44,603,3.9
44,210577,2.7
44,1438217,3.0
44,1443247,2.6
45,1423093,2.5
45,1423295,3.5
45,1439514,2.9
45,1429788,1.7
45,1084199,1.1
45,1325495,1.2
45,1119820,2.4
45,1064213,1.2
45,515001,4.5
45,1442417,3.2
45,1432098,2.3
45,1442764,1.1
45,169917,4.9
45,1315476,3.4
45,799766,3.6
45,1434672,3.9
45,1384565,4.4
45,1444253,3.0
45,1210938,2.9
45,1443238,4.8
46,1438203,1.8
46,475557,4.3
46,265208,3.2
46,1440811,1.2
46,103,4.1
46,1359744,2.9
46,1444253,1.4
46,426063,2.7
46,1441840,3.6
46,1214894,4.6
46,1339790,2.1
46,1378734,2.3
46,171274,1.8
46,1292367,3.2
46,1436269,2.2
46,1446219,1.9
46,1399686,3.8
46,1438502,4.6
46,68718,4.6
46,696506,2.0
47,299537,4.0
47,214756,4.5
47,1438696,3.2
47,1442299,3.8
47,974576,3.4
47,1378734,1.0
47,1427653,4.7
47,1182088,2.0
47,1214130,3.9
47,1443663,4.6
47,1439514,4.9
47,1442278,1.6
47,1439804,1.0
47,1291321,1.6
47,1399893,4.4
47,1445179,3.7
47,169917,4.0
47,1438267,4.7
47,1255192,2.3
47,1428262,4.4
48,1437701,3.9
48,558449,1.1
48,1444744,4.7
48,1438696,2.8
48,800367,1.5
48,950396,1.9
48,1421781,2.5
48,1301346,2.0
48,1443480,1.6
48,1442322,3.8
48,1439033,1.0
48,1446183,4.9
48,414906,2.6
48,1262495,1.7
48,1417181,3.7
48,1437920,1.8
48,1442200,3.2
48,1324389,3.5
48,1214130,1.0
48,1043808,2.0
49,1433900,1.2
49,1255192,2.7
49,1171153,4.3
49,1400110,1.6
49,1353117,1.5
49,1425296,3.8
49,1439890,2.5
49,1306707,2.4
49,1444686,3.0
49,1417677,3.2
49,1422471,3.4
49,1428507,3.8
49,1439254,4.0
49,1443378,1.2
49,603,3.0
49,1439033,4.0
49,872585,4.9
49,1440828,1.5
49,1432480,2.0
49,1436703,4.0
50,1107215,1.9
50,1075456,4.6
50,1084199,4.5
50,1013601,4.6
50,1417677,3.1
50,1442431,4.3
50,1429788,4.9
50,970947,2.9
50,1429788,3.2
50,1269298,3.1
50,1356039,1.2
50,1384565,3.9
50,799766,4.4
50,98,4.3
50,1445179,2.3
50,1434812,2.1
50,1375762,1.4
50,1444686,2.2
50,1444332,4.9
50,1438546,4.9
51,850920,2.7
51,1433862,1.8
51,254904,4.9
51,1446183,1.4
51,1428780,3.6
51,122917,1.4
51,214756,3.5
51,1430968,2.6
51,1391463,3.4
51,1428507,4.5
51,156022,2.4
51,38,3.7
51,1444425,2.6
51,1446317,2.7
51,1420899,2.0
51,1178556,2.6
51,950396,4.2
51,1446308,2.6
51,1130863,2.3
51,1271724,1.4
52,1419826,3.3
52,926670,2.4
52,1216662,1.1
52,1375762,4.9
52,1412392,2.9
52,1441966,1.1
52,1322218,3.2
52,154400,1.3
52,1444332,4.5
52,1423299,4.3
52,550,4.0
52,1437515,4.1
52,1286773,4.6
52,933260,4.7
52,1443695,1.1
52,1432480,2.5
52,103,3.2
52,1084199,1.9
52,799766,4.4
52,1119820,3.2
53,1433719,3.7
53,1434414,3.5
53,1440828,2.8
53,98,3.0
53,1433908,1.3
53,927342,4.2
53,1043808,3.7
53,181533,1.2
53,1361451,4.3
53,1433872,1.2
53,1439890,4.1
53,1427653,2.6
53,171274,4.9
53,287424,1.3
53,68718,3.5
53,1423093,4.6
53,87101,2.4
53,98566,4.9
53,1445302,2.7
53,1216571,2.7
54,1340727,3.1
54,262543,3.4
54,1297763,4.5
54,1445721,3.4
54,1443470,3.4
54,1399896,4.1
54,1442417,3.8
54,1445505,3.0
54,1204967,1.4
54,1107215,1.3
54,1439459,2.5
54,1437237,3.8
54,287424,3.6
54,1417677,3.5
54,1378051,4.8
54,1389293,2.8
54,68718,4.5
54,1437485,4.9
54,438631,3.5
54,1428262,4.0
55,1446308,1.5
55,155,4.8
55,1429788,2.1
55,1436684,3.6
55,1418350,1.8
55,1439804,4.8
55,1297763,1.3
55,278,4.6
55,1424217,1.7
55,1400110,1.8
55,205587,2.6
55,1437603,3.6
55,1220028,2.2
55,1149463,3.7
55,299536,3.8
55,1436704,4.4
55,1425829,2.5
55,1446317,4.7
55,214756,1.7
55,1312157,3.0
56,1433719,2.3
56,558449,2.9
56,950396,4.8
56,1442431,1.1
56,1419826,2.7
56,1340727,3.2
56,1442299,3.6
56,1443907,3.9
56,1445721,2.3
56,194662,3.8
56,189,2.1
56,1286663,3.2
56,68718,1.0
56,1437446,1.5
56,1433836,3.5
56,103,4.2
56,777443,4.4
56,1353002,2.2
56,1441966,1.4
56,1440083,4.2
57,1440404,3.1
57,1443695,4.9
57,1442316,3.8
57,1444253,4.5
57,1435766,1.4
57,1441746,3.1
57,1430968,3.2
57,1411411,1.2
57,1425366,4.3
57,707911,3.8
57,970947,2.2
57,177572,2.1
57,1077281,3.5
57,1198288,2.1
57,155,4.5
57,1441840,4.1
57,823219,4.6
57,1291321,2.1
57,823219,4.9
57,1047884,4.3
58,1328767,1.4
58,227159,4.5
58,1425296,2.7
58,1286663,2.8
58,1312157,2.0
58,1441840,1.9
58,1214894,2.7
58,87101,2.5
58,1442386,3.9
58,27205,4.1
58,1442316,4.8
58,1420234,4.3
58,1340727,3.7
58,1416501,2.8
58,1440083,3.1
58,1440404,4.8
58,1412392,1.1
58,1429784,4.0
58,1440087,1.7
58,1433906,3.5
59,1443387,4.3
59,1424352,1.1
59,299536,3.3
59,87101,5.0
59,1294376,3.4
59,227159,3.7
59,1119820,3.7
59,1422166,3.3
59,1198288,2.2
59,1422471,4.0
59,1444686,3.0
59,1442689,1.2
59,87101,1.3
59,1127648,3.7
59,1442295,3.5
59,1149463,3.7
59,1427653,1.4
59,1428262,1.5
59,872585,2.9
59,898271,2.2
60,898271,2.3
60,1378734,2.4
60,228150,2.3
60,1422166,1.2
60,1399896,3.2
60,933260,1.5
60,1315476,3.0
60,299537,2.2
60,1442689,2.9
60,1436684,2.1
60,1442200,2.2
60,171274,3.3
60,707911,2.7
60,1435766,3.7
60,1444331,4.9
60,1204967,1.7
60,1437603,1.3
60,974576,2.7
60,1445721,2.0
60,1442538,4.7
61,1257409,2.2
61,1399896,2.4
61,1361451,3.0
61,1106560,2.4
61,227159,2.8
61,1013601,1.3
61,1241982,2.6
61,1435053,1.5
61,1442200,2.0
61,1433838,4.9
61,1434672,3.0
61,1439526,3.8
61,254904,4.8
61,1440811,3.3
61,1275245,1.1
61,1437979,3.4
61,1428507,3.1
61,1424217,3.0
61,1047884,4.3
61,1423295,4.1
62,1421781,2.8
62,550,3.6
62,1167416,4.9
62,1420234,4.1
62,1399896,2.6
62,1440828,1.1
62,1438267,1.6
62,1433836,1.8
62,1443470,1.4
62,1443002,4.6
62,1339790,2.8
62,1444686,4.6
62,1441712,5.0
62,1140535,4.7
62,1442438,1.4
62,287424,2.2
62,1422235,1.0
62,1437979,4.3
62,1446254,2.0
62,1435057,1.4
63,1420492,4.3
63,1418780,3.4
63,1353002,2.3
63,1214130,2.1
63,1433881,4.0
63,1178556,2.5
63,1428507,1.5
63,607141,4.6
63,177572,4.9
63,1149463,2.1
63,1214069,2.6
63,1432795,1.3
63,1330596,2.2
63,98,1.7
63,1312157,2.7
63,1430968,3.7
63,1216571,1.9
63,1436684,2.2
63,1437515,3.4
63,1445168,2.0
64,1428262,3.7
64,1442278,3.9
64,1437979,1.2
64,1425366,2.7
64,1441966,1.8
64,1326693,3.8
64,550,4.3
64,475557,4.6
64,1220028,4.6
64,1422166,2.3
64,1325495,1.7
64,823219,2.7
64,1317096,2.6
64,1421001,3.3
64,1260485,2.8
64,1441840,2.5
64,1443551,2.3
64,872585,3.0
64,1324389,3.2
64,1202479,3.3
65,1432534,4.1
65,1440087,2.5
65,1436269,4.1
65,1317096,2.9
65,550,3.3
65,1425296,3.1
65,1431328,1.0
65,823219,4.3
65,822119,4.5
65,1404722,5.0
65,1426337,4.5
65,1433838,1.5
65,1149167,3.2
65,1426343,4.1
65,1442278,1.6
65,1443695,4.9
65,227159,3.7
65,270303,1.8
65,157336,4.1
65,1392821,4.2
66,1202479,4.8
66,823219,4.0
66,1235619,3.4
66,1428262,1.6
66,1106560,5.0
66,1214894,1.2
66,1340727,4.6
66,1231695,4.0
66,1442386,2.0
66,1445179,1.7
66,1428541,4.2
66,1434812,4.5
66,516729,3.9
66,299537,2.3
66,603,4.1
66,1203524,4.2
66,1144417,1.4
66,1442141,4.9
66,1427653,4.4
66,426063,3.1
67,898271,4.5
67,1107215,1.1
67,1442308,3.9
67,475557,1.7
67,1442918,2.1
67,1424897,3.5
67,1425360,3.0
67,1441966,2.5
67,1204967,2.9
67,1432101,2.5
67,1436684,4.3
67,1389293,2.6
67,1425366,1.4
67,227159,3.7
67,1442417,3.3
67,1144417,3.4
67,1442764,3.4
67,1444331,1.3
67,1297763,1.4
67,1422235,1.1
68,1442431,4.8
68,1442308,1.2
68,1412392,4.2
68,1328767,4.4
68,800367,3.4
68,1376834,3.6
68,1106739,2.8
68,1353002,4.9
68,1433719,3.1
68,1432480,2.7
68,68718,2.0
68,1430968,2.7
68,1216662,3.0
68,1420234,1.8
68,1013482,1.9
68,1435275,2.9
68,1424565,4.7
68,1422072,2.1
68,1436458,4.1
68,98566,2.8
69,1392821,4.9
69,227159,1.1
69,1422072,1.9
69,1443551,4.7
69,1420492,2.1
69,1443238,2.2
69,1064213,2.7
69,1214069,3.3
69,1439004,4.9
69,1425360,4.3
69,1357797,3.1
69,1400932,4.8
69,1328767,1.4
69,1380415,4.1
69,823219,3.3
69,241554,4.2
69,1428507,2.8
69,898271,3.1
69,898271,1.9
69,1442388,4.8
70,1231695,3.6
70,1422235,4.1
70,1432480,4.8
70,1262495,3.3
70,120,3.3
70,762509,3.9
70,1429788,1.5
70,1353002,3.7
70,1216662,2.6
70,1392821,3.9
70,1442417,3.3
70,1421781,4.6
70,1357797,2.5
70,299536,2.0
70,265208,3.3
70,169917,2.3
70,1442295,1.2
70,1425296,4.1
70,1294174,2.3
70,1436458,3.3
71,1306284,3.9
71,1198288,4.2
71,1432098,1.8
71,1435053,3.1
71,1440087,2.8
71,98566,3.7
71,1255192,4.3
71,1439890,3.8
71,1420492,5.0
71,974576,1.6
71,131631,3.8
71,1297763,4.2
71,1425370,1.7
71,122,2.6
71,1444744,2.5
71,1202479,4.6
71,1432101,3.4
71,661539,2.9
71,1047884,3.0
71,1433811,4.0
72,1353002,1.5
72,933260,2.9
72,1225572,2.3
72,1326693,2.7
72,661539,1.7
72,1442918,1.3
72,1433813,4.7
72,1384565,2.1
72,1317920,4.5
72,205596,3.7
72,1294174,4.5
72,1418287,3.5
72,1322218,2.2
72,1412392,2.8
